0.000000000000000000e+00 0.000000000000000000e+00 -7.518444568186528755e-09 -8.233116713464630098e-09
1.000000000000000000e+00 -1.000000000000000000e+00 7.554403634600790281e-09 -4.006171548007673155e-09
1.000000000000000000e+00 0.000000000000000000e+00 -8.059767533122776107e-09 -1.817940504122707572e-08
1.000000000000000000e+00 1.000000000000000000e+00 -7.554403634600790281e-09 -4.006171548007673155e-09
2.000000000000000000e+00 -2.000000000000000000e+00 6.650762483916004232e-08 6.540934712629904363e-07
2.000000000000000000e+00 -1.000000000000000000e+00 7.913371013972434073e-09 -1.663961210054169994e-08
2.000000000000000000e+00 0.000000000000000000e+00 -2.088805810953203446e-01 5.288352331184070110e+00
2.000000000000000000e+00 1.000000000000000000e+00 -7.913371013972434073e-09 -1.663961210054169994e-08
2.000000000000000000e+00 2.000000000000000000e+00 -6.650762483916004232e-08 6.540934712629904363e-07
3.000000000000000000e+00 -3.000000000000000000e+00 1.140464434535633593e-07 1.066264343355760401e-06
3.000000000000000000e+00 -2.000000000000000000e+00 7.656691198409933379e-09 -5.186663421533547661e-09
3.000000000000000000e+00 -1.000000000000000000e+00 2.016134279780086935e-05 8.205987727147051602e-01
3.000000000000000000e+00 0.000000000000000000e+00 -1.345972539710123280e-08 3.087204766376508567e-08
3.000000000000000000e+00 1.000000000000000000e+00 -2.016134279780086935e-05 8.205987727147051602e-01
3.000000000000000000e+00 2.000000000000000000e+00 -7.656691198409933379e-09 -5.186663421533547661e-09
3.000000000000000000e+00 3.000000000000000000e+00 -1.140464434535633593e-07 1.066264343355760401e-06
4.000000000000000000e+00 -4.000000000000000000e+00 6.566232408105852518e-09 -2.181196332848933552e-09
4.000000000000000000e+00 -3.000000000000000000e+00 7.943153645275624666e-09 -8.543906815093427255e-11
4.000000000000000000e+00 -2.000000000000000000e+00 1.253960815730865699e-08 7.094136430139876416e-08
4.000000000000000000e+00 -1.000000000000000000e+00 -1.260310789475552081e-07 4.106067609934574738e-06
4.000000000000000000e+00 0.000000000000000000e+00 -2.059967485568594825e-01 3.572769989220609066e+00
4.000000000000000000e+00 1.000000000000000000e+00 1.260310789475552081e-07 4.106067609934574738e-06
4.000000000000000000e+00 2.000000000000000000e+00 -1.253960815730865699e-08 7.094136430139876416e-08
4.000000000000000000e+00 3.000000000000000000e+00 -7.943153645275624666e-09 -8.543906815093427255e-11
